Título 1,Título 2,Data,Local,Conteúdo
Álvaro Pacheco descarta saída após derrota do Vasco: ‘Amanhã vou treinar’,Treinador Cruz-Maltino tende a ser demitido quando desembarcar no Rio,2024-06-20 01:04:00,Caxias do Sul (RS),"
Álvaro Pacheco também negou que sua demissão tenha sido discutida após o apito final. Porém, a coletiva do técnico do Vasco começou uma hora depois do jogo terminar.
- Não vim mais cedo porque estava esperando me chamarem e, quando me chamaram, eu vim. Não aconteceu nada, e eu não sou um treinador de desistir. Em todos os momentos da nossa vida tem momento bons e momentos ruins, e nos momentos de fracasso temos que nos tornar mais fortes. Vou me tornar muito mais forte como treinador. Eu acredito muito naquilo que eu trabalho, naquilo que eu estou desenvolvendo com o elenco e acredito que os resultados vão aparecer na forma que nós estamos e da forma que nós treinamos. Então temos que continuar e focar naquilo que é o trabalho, só o trabalho pode nos tirar dessa situação.


🎙️ MAIS RESPOSTAS DE ÁLVARO PACHECO:
ANÁLISE DA PARTIDA- Queríamos muito dar continuidade à evolução, queríamos a primeira vitória. Foi um jogo em que entramos nervosos, penso que não tivemos a capacidade nos primeiros 30 minutos de controlar o jogo, deixamos muitos espaços para nosso adversários. Depois, aí sim, conseguimos equilibrar. Acabamos o primeiro tempo dentro do jogo, conversamos no intervalo. Entramos muito bem na segunda parte, controlando os espaços. No melhor momento do Vasco, sofremos o gol. É do momento da equipe, isso nos deu intranquilidade. O gol nos afetou.
- Meus jogadores foram em busca do resultado, mas não da forma correta, faltou o jogo posicional. Tivemos algumas decisões precipitadas, mas mesmo assim tivemos a oportunidade de fazer o gol de empate. E no último minuto sofremos o segundo gol. É um momento complicado, mas temos que continuar trabalhando para estarmos mais preparados no próximo jogo. Não posso desistir e nem duvidar das minhas capacidades. Estamos passando por um momento que não queríamos, mas temos que trabalhar e focar.
PRIMEIROS QUATRO JOGOS- Eu não sou treinador que gosto muito de arranjar desculpas, mas nós chegamos ao Vasco em um momento complicado, de muita transformação e de instabilidade e nós estamos conhecendo o clube e principalmente os seus atletas e aquilo que equipe tem. É evidente que, quando se tem esse resultado, com instabilidade, perde-se algo, perde-se discernimento, e nós não podemos esconder que os dois primeiros adversários foram muitos fortes, treinados há muito tempo, que tem algumas rotinas e jogadores com dinâmicas muito fortes. Nesses três jogos criamos alguma ansiedade.
- Penso que, no último jogo em casa, tivemos uma resposta dentro daquilo que pretendíamos e queríamos. Hoje não fomos capazes de dar essa continuidade, mas acho que isso faz parte do processo, temos que manter a sanidade e percebermos o que hoje foi bom, principalmente mais audácia e capacidade de pensar o jogo. Estávamos preparados para aquilo que o adversário nos cria, mas acho que tem relação com o momento. Precisamos de um pouco mais de tranquilidade e segurança para tomarmos as nossas decisões. E eu, como treinador, tenho que dar aos meus jogadores.
CLIMA NOS BASTIDORES- Nós não podemos fugir. Eu, enquanto treinador, não vou fugir. Evidente que é um momento complicado, é um momento que a torcida vascaína está triste, não só com a gente, mas comigo, e isso é compreensível. O que nós temos que fazer é continuar a trabalhar, e o que não podemos fazer é duvidar do que somos e duvidar das nossas capacidades, daquilo que queremos fazer. Há uma coisa que eu sei: temos que trabalhar, todos nós temos que nos unir cada vez mais. É uma situação complicada, percebemos que somos nós que temos que sair dessa situação e todos juntos. O vestiário está triste, cada vez mais a equipe está criando uma relação.
- Não concordo com você quando diz que não teve evolução, acho que, mesmo não sendo um jogo muito bem construído da nossa parte, não faltou atitude, não faltou entrega, não faltou correr, não faltou a eles tentar chegar ao gol. E aí concordo com você: não da forma mais correta, da forma que nós tínhamos treinado. Nós tínhamos conversado, mas foi mais pelo coração, foi mais pela entrega. Se não tivéssemos essa postura, não teríamos criado as oportunidades que tivemos para chegar ao empate. Agora nos falta a equipe estar mais serene e gerir melhor esses momentos para conseguirmos a vitória. Aquilo que espero é aproveitar isso o que aconteceu, conversar com os atletas e perceber que é muito importante ter essa capacidade e essa serenidade. Sobre o ambiente hostil (em São Januário), acredito, mas temos que ser capazes de pegar isso e transformar em combustível e nos deixar mais fortes, para demonstrar aquilo que nós queremos e puxar os torcedores para o nosso lado. Só existe uma coisa a fazer: é jogar e jogar para ganhar.
ENXERGA EVOLUÇÃO?- Sinto que a equipe foi capaz de crescer, foram capazes de reconhecer alguns comportamentos que são relacionados com o nosso crescimento em relação ao último jogo, que foi em nossa casa. Hoje não fomos capazes de dar essa continuidade, mas isso está conectado ao momento, com a intranquilidade e com a falta de resultados positivos, que tira tranquilidade e confiança. Evidente que eu gostaria de ter mais tempo para treinar, com a sequência de jogos, que eu aproveito para conhecer os jogadores nos jogos e não só nos treinos, por que as vezes é importante testar o jogador não só em treino, mas em jogo. Se repararem, já testamos muita gente que foi testada em jogo, para sentir da minha parte qual é a sua pretensão em jogo. Cada vez mais meu conhecimento do elenco está sendo aprofundado. Eu acho que, em todos os elencos, de todos os países, existem margens para ser reforçado e eu não vou fugir desse tema. Mas o que eu tenho que focar agora é nos jogadores, é no que tenho que fazer para fazê-los mais fortes para alcançar a vitória.
"
"Fortaleza x Grêmio: onde assistir, escalações e horário do jogo do Brasileirão",Equipes se enfrentam na 10ª rodada da competição,2024-06-19 06:43:00,Fortaleza (CE),"✅ FICHA TÉCNICAFORTALEZA X GRÊMIO10ª RODADA - SÉRIE A DO CAMPEONATO BRASILEIRO🗓️ Data e horário: quarta-feira, 19 de junho de 2024, às 20h;🏟️ Local: Arena Castelão, em Fortaleza (CE)📺 Onde assistir: Premiere;🟨 Árbitro: João Vitor Gobi (SP);🚩 Assistentes: Daniel Paulo Ziolli (SP) e Gustavo Rodrigues de Oliveira (SP);🖥️ VAR: Rodrigo Nunes de Sá (FIFA-RJ).
⚽ PROVÁVEIS ESCALAÇÕES
FORTALEZA (Técnico: Juan Pablo Vojvoda)João Ricardo; Tinga, Titi, Tomáz Cardona e Bruno Pacheco; Zé Welison, Hércules e Pochettino; Pikachu, Breno Lopes e Lucero.
GRÊMIO (Técnico: Renato Portaluppi)Marchesín; João Pedro, Rodrigo Ely, Kannemann e Reinaldo; Dodi e Pepê; Pavón, Cristaldo e Gustavo Nunes; João Pedro Galvão.
"
Vasco planeja demissão de Álvaro Pacheco,Treinador português comandou o Cruz-Maltino em quatro partidas e sequer venceu,2024-06-19 23:38:00,Rio de Janeiro (RJ),"A multa de Álvaro Pacheco é por todo o contrato assinado até o final de 2024. A informação foi publicada primeiramente pelo canal ""Atenção, Vascaínos!"".
Álvaro Pacheco teve um desempenho pífio. O português sequer conquistou uma vitória. Ao todo foram três derrotas e um empate.
A estreia de Álvaro Pacheco foi contra o Flamengo. Na ocasião, o Vasco sofreu a sua maior goleada diante do maior rival, de 6 a 1.

Agora, o Vasco começa a se preparar para enfrentar o São Paulo no Brasileirão. A bola rola neste sábado (22), às 21h30, em São Januário.
"
"Corinthians leva novo ‘não’ de Fortaleza, e Augusto Melo busca substituto de Carlos Miguel",Timão segue em busca de um novo goleiro no mercado,2024-06-18 21:35:00,São Paulo (SP),"- O Fortaleza Esporte Clube informa que o goleiro Santos não está disponível para negociações no mercado - diz a nota do Tricolor.
Essa foi a segunda vez que o Fortaleza frustrou os planos do Corinthians em uma semana. Na última quarta-feira (12), Marcelo Paz recusou um convite para ser CEO do Timão e integrar a diretoria do clube paulista.
Com as saídas de Cássio e Carlos Miguel para Cruzeiro e Nottingham Forest, respectivamente, Augusto Melo segue no mercado em busca de um nome para o gol. Guillermo Ochoa, Hugo Souza, Esteban Andrada e Adriel também eram cotados há algumas semanas.
"
Jornalista se revolta com substituições de Álvaro Pacheco na derrota do Vasco,Treinador ainda não venceu no comando do clube carioca,2024-06-19 22:10:00,Rio de Janeiro,"- E agora ele tira o jogador que mais tenta, mesmo jogando completamente fora de posição. Adson tem suas deficiências, mas era o único que não tinha medo da bola. Que tinha ímpeto.
"
"Criciúma x Juventude: onde assistir, horário e escalações do jogo pelo Brasileirão",Confira as principais informações do duelo válido pela primeira rodada do Campeonato Brasileiro,2024-04-13 07:00:00,Criciúma (SC),"Confira abaixo todas as informações que você precisa saber sobre o confronto entre Criciúma e Juventude (onde assistir, horário, escalações e local).
✅FICHA TÉCNICACriciúma x Juventude1ª rodada - Brasileirão
Data e horário: sábado, 13 de abril de 2024, às 18h30 (de Brasília)Local: Estádio Heriberto Hülse, em Criciúma (SC)Onde assistir: PremiereÁrbitro: Bruno Pereira Vasconcelos (BA)Assistentes: Luanderson Lima dos Santos (BA) e Paulo de Tarso Bregalda Gussen (BA)
⚽ PROVÁVEIS ESCALAÇÕES
CRICIÚMA (Técnico: Cláudio Tencati)Alisson; Claudinho, Rodrigo, Walisson Maia e Marcelo Hermes (Trauco); Barreto, Meritão, Marquinhos Gabriel e Fellipe Mateus; Eder e Renato Kayzer.
JUVENTUDE (Técnico: Artur Jorge)Gabriel, João Lucas, Danilo Boza, Zé Marcos, Gabriel Inocêncio; Jadson (Mandaca), Caíque, Jean Carlos, Lucas Barbosa, Gilberto, Edson Carioca (Erick Farias)
"
Cruzeiro pode fazer parte da disputa do NBB a partir da próxima temporada,Equipe mineira é atual vice-campeã do Campeonato Brasileiro de Basquete,2024-06-20 09:30:00,Belo Horizonte (MG),"Além da Raposa, o Praia Clube (MG) e o Vitória (BA) também estão em conversas com a Liga Nacional de Basquete (LNB), entidade que organiza o NBB, para entrarem no torneio. Há um otimismo que as conversas, que já acontecem há algumas semanas, tenham um desfecho positivo.
Vale lembrar que atualmente o Novo Basquete Brasil conta com 19 equipes. De Minas Gerais, apenas o Minas Tênis Clube é o representante. Se tudo ocorrer bem, a próxima temporada contará com três equipes do estado mineiro.
No Campeonato Brasileiro de Basquete, competição que é organizada pela Confederação Brasileira de Basquete (CBB), o time celeste terminou com o vice-campeonato. A equipe, que vinha de um título, avançou ao Final Four, mas ficou em segundo. Na campanha, foram duas vitórias e uma derrota, o que não foi o suficiente para atingir o título do torneio. O Osasco (SP) foi o campeão.
Por fim, a partir desta quinta-feira (20), o time mineiro também dá início a participação na LDB (Liga de Desenvolvimento de Basquete). A competição termina no fim de agosto e garante um calendário até o começo da próxima temporada do NBB.
Caso as três negociações sejam bem feitas, o Novo Basquete Brasil salta de 19 para 22 equipes, o maior número da história, na próxima temporada.
"
"Juventude x Vitória: onde assistir, escalações e horário do jogo pelo Brasileirão","Confira as principais informações do jogo da oitava rodada
",2024-06-11 07:00:00,São Paulo (SP),"Confira todas as informações que você precisa saber sobre o confronto entre Juventude e Vitória (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICAJuventude x VitóriaBrasileirão - 8ª rodada
⚽ PROVÁVEIS ESCALAÇÕES
JUVENTUDE (Técnico: Roger Machado)Gabriel Vasconcellos; Ewerthon (Gabriel Inocêncio), Zé Marcos (Rodrigo Sam), Danilo Boza e Alan Ruschel; Caíque, Jadson e Nenê; Lucas Barbosa, Marcelinho e Erick Farias.
VITÓRIA (Técnico: Thiago Carpini)Lucas Arcanjo; Willean Lepo, Camutanga, Wagner Leonardo e Lucas Esteves; Willian Oliveira, Luan, Caio Vinícius (Léo Naldi) e Matheusinho; Osvaldo (Janderson) e Alerrandro (Luiz Adriano).
"
Ex-jogador do Vasco pede mudança geral após derrota: ‘Contrata um elenco novo’,Cruzmaltino perdeu para o Juventude no Campeonato Brasileiro,2024-06-19 22:49:00,Rio de Janeiro (RJ),
Facincani manda recado a Dudu após confusão e permanência no Palmeiras,Imbróglio entre o atacante o Cruzeiro marcou os últimos dias,2024-06-18 07:00:00,São Paulo (SP),"- Faltou sensibilidade ao Dudu de ter aceitado uma proposta sabendo que isso iria gerar uma repercussão grande, como gerou. Não dá para defender ninguém, nem Dudu, nem Abel, nem Leila, nem empresários, nem Cruzeiro. Faltou tato, faltou inteligência para todos os envolvidos. Que aprendam com os erros - começou Facincani.
- Que o Cruzeiro siga a vida dele. Que o Palmeiras e o Dudu se acertem. Que Dudu e Abel entendam processos e que isso tente reconsiderar uma imagem que quase ficou arranhada, e que agora precisa, por parte do Dudu, ser limpa naquilo que ele mais sabe fazer, que é jogando futebol - completou o jornalista.
No último sábado (15), o Cruzeiro anunciou a contratação de Dudu, pegando torcedores dos dois clubes de surpresa. Segundo Leila Pereira, presidente do Palmeiras, o atacante procurou o clube paulista e informou sobre o interesse da Raposa, que fez uma proposta. O Alviverde aceitou a oferta, mas o jogador voltou atrás.
"
Errata: Fernando Diniz não está suspenso para Fluminense x Flamengo,"Diferentemente do que foi publicado, treinador não acumulou cartões amarelos",2024-06-19 23:17:00,Rio de Janeiro (RJ),"Fernando Diniz não está suspenso para a 11ª rodada do Brasileirão, o clássico contra o Flamengo, no Maracanã, no domingo, às 16h. O cartão amarelo recebido contra o Cruzeiro, na última quarta-feira, foi o primeiro acumulado pelo treinador nesta sequência.
Antes, na sexta rodada, o treinador recebeu cartão vermelho direto na partida contra o São Paulo, e não dois amarelos. Os jogos contra São Paulo e Cruzeiro foram os únicos em que o técnico foi punido pela arbitragem neste Brasileirão.
A notícia publicada pelo Lance! às 23h17 da última quarta afirmava: ""Técnico do Fluminense, Fernando Diniz recebe cartão e está suspenso do clássico com Flamengo"". A informação estava errada.
Fernando Diniz vive uma pressão no cargo da equipe, uma vez que o Tricolor ocupa a 19ª colocação. Em caso de empate ou triunfo do Vitória sobre o Atlético-MG, nesta quinta-feira (20), os cariocas encerrarão a rodada na lanterna do Brasileirão.
No clássico, o Fluminense contará com o retorno do meia Ganso, que cumpriu suspensão diante do Cruzeiro. O Tricolor também espera contar com os serviços de Marcelo, Samuel Xavier e Manoel, que não viajaram para Minas Gerais.
"
"Botafogo x Athletico: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão",Confira as principais informações do duelo válido pela 10ª rodada do Campeonato Brasileiro,2024-06-19 07:00:00,Rio de Janeiro (RJ),"Confira todas as informações que você precisa saber sobre o confronto entre Botafogo e Athletico (onde assistir, horário e local).
✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ PROVÁVEIS ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
Treinador da Espanha prevê duelo equilibrado com a Itália: ‘Temos muitas semelhanças’,"Se voltar a vencer, seleção de Luis de la Fuente vai garantir vaga no mata-mata",2024-06-20 07:00:00,Gelsenkirchen (ALE),"""É como se nos olhássemos no espelho. É um time competitivo e muito habilidoso, que sabe vencer. O confronto poderia, perfeitamente, acontecer em uma final de Eurocopa ou de Copa do Mundo."" - disse o treinador, em coletiva.
Além disso, os times possuem os mesmos perfis: enquanto a Itália tem média de idade de 26,6 anos, a Espanha registra média de 27 anos. De La Fuente ainda relembrou que muitos dos jogadores do elenco se enfrentaram em competições sub-21, categoria em que o treinador trabalhou por quatro anos, antes de assumir a equipe principal. Confira as prováveis escalações para o duelo.
ESPANHA (Técnico: Luis de la Fuente)Unai Simón, Carvajal, Le Normand, Laporte, Cucurella, Rodri, Fabián, Nico Williams, Pedri, Lamine Yamal e Morata.
ITÁLIA (Técnico: Luciano Spalletti)Donnarumma; Di Lorenzo, Bastoni, Dimarco, Calafiori, Jorginho, Pellegrini, Barella, Frattesi, Chiesa e Scamacca.
O comandante também foi questionado sobre as possíveis ""pedras no sapato"" da seleção espanhola no caminho para o título e respondeu que reconhece o potencial de cinco equipes: além do esquadrão italiano, França, Alemanha Portugal e Inglaterra.
"
Torcida do São Paulo vira alvo de crítica após derrota para o Cuiabá,Público presente não agradou jornalista,2024-06-19 23:26:00,São Paulo (SP),"A derrota do São Paulo para o Cuiabá não agradou André Plihal. Nos seu X (antigo Twitter) pessoal, o jornalista publicou um texto avaliando se a torcida, estando em maior número, poderia ter feito mais diferença para o time.
O comentarista da ESPN comentou que esse foi o pior público do ano e ressaltou que não concordou com a precificação do jogo. ""O que começa errado termina errado, publicou"". Confira a postagem completa:
"
"Bahia x CRB: onde assistir, horário e escalações pela semifinal da Copa do Nordeste","Duelo será na Arena Fonte Nova, em Salvador",2024-05-26 07:00:00,São Paulo (SP),"O Bahia eliminou o Náutico nas quartas de final da Copa do Nordeste, enquanto o CRB despachou o Botafogo-PB nos pênaltis.
Confira abaixo todas as informações que você precisa saber sobre o confronto entre Bahia e CRB pela Copa do Nordeste (onde assistir, horário, escalações e local).
✅FICHA TÉCNICABahia x CRBSemifinal - Copa do Nordeste
Data e horário: domingo, 26 de abril de 2024, às 18h (de Brasília)Local: Arena Fonte Nova, em Salvador (BA)Onde assistir: SBT e Nosso Futebol +Árbitro: Fabio Augusto Santos Sa Junior (SE)VAR: Thayslane de Melo Costa (FIFA-SE)Assistentes: Daniel Vidal Pimentel (SE) e Vanessa Santos Azevedo (SE)
⚽ PROVÁVEIS ESCALAÇÕES
BAHIA (Técnico: Rogério Ceni)Marcos Felipe; Santiago Arias, Gabriel Xavier, Kanu e Luciano Juba; Caio Alexandre, Jean Lucas, Everton Ribeiro e Cauly; Thaciano e Ademir (Biel).
CRB (Técnico: Daniel Paulista)Matheus Albino; Hereda, Saimon, Fábio Alemão e Matheus Ribeiro; Falcão, João Pedro e Gegê; Labandeira, Léo Pereira e Anselmo Ramon
"
"Bahia x Fortaleza: onde assistir ao vivo, horários e escalações do jogo pelo Brasileirão",Confira todos os detalhes do duelo válido pela oitava rodada do Campeonato Brasileiro ,2024-06-13 07:46:00,Salvador (BA),"Confira todas as informações que você precisa saber sobre o confronto entre Bahia e Fortaleza (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICABAHIA X FORTALEZABRASILEIRÃO - 8ª RODADA
🗓️ Data e horário: quinta-feira, 13 de junho de 2024, às 21h30 (de Brasília)📍 Local: Arena Fonte Nova, em Salvador (BA)📺 Onde assistir: Globo e Premiere🟨 Árbitro: Felipe Fernandes de Lima🖥️ VAR: Daiane Muniz dos Santos
⚽ PROVÁVEIS ESCALAÇÕES
BAHIA (Técnico: Rogério Ceni)Marcos Felipe, Gilberto, Gabriel Xavier (Cuesta), Kanu, Luciano Juba; Caio Alexandre, Jean Lucas, Éverton Ribeiro, Cauly; Ademir, Everaldo.
FORTALEZA (Técnico: Juan Pablo Vojvoda)João Ricardo; Tinga, Brítez, Titi, Bruno Pacheco; Zé Welison, Hércules, Pochettino; Pikachu, Machuca, Lucero.
"
Flamengo e Everton Ribeiro se reencontram em disputa no G4 do Brasileirão,Ídolo do Rubro-Negro entrará em campo pelo Bahia no Maracanã pela primeira vez,2024-06-20 06:20:00,Rio de Janeiro (RJ),"Everton marcou época no Flamengo. Em sete anos de clube, o jogador acumulou 11 títulos, entre eles duas Libertadores (2019 e 2022), dois Campeonatos Brasileiros (2019 e 2020), Copa do Brasil (2022), duas Supercopas (2020 e 2021), Recopa (2020) e três Campeonatos Cariocas (2019, 2020 e 2021). Além disso, foram 394 partidas, 46 gols e 61 assistências.
Pelo Esquadrão de Aço, Everton Ribeiro reafirmou seu status de protagonista no futebol brasileiro. Líder de assistências da equipe na temporada (junto a Cauly), é um dos destaques da equipe que iniciou muito bem o Brasileirão. Os seis passes para gol e as quatro bolas na rede em 26 jogos mostram a boa fase do camisa 10 tricolor.
No início da rodada, o Flamengo ocupava a vice-liderança do Campeonato Brasileiro com 18 pontos, mesma pontuação do terceiro colocado Bahia, adversário desta quinta-feira (20); o Rubro-Negro leva vantagem no saldo de gols. Assim, mais que o reencontro com Éverton Ribeiro, o confronto coloca frente à frente dois candidatos às primeiras colocações do campeonato. Com o empate entre Botafogo e Athletico na quarta (19), quem vencer o duelo no Maracanã assumirá a ponta da tabela.
"
"Grêmio x Bragantino: onde assistir, horário e escalações do jogo válido pelo Brasileirão","Confira as principais informações do jogo da sétima rodada
",2024-06-01 05:00:00,São Paulo (SP),"Confira todas as informações que você precisa saber sobre o confronto entre Grêmio e Bragantino (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICAGrêmio x BragantinoBrasileirão - 7ª rodada 
⚽ PROVÁVEIS ESCALAÇÕES
Grêmio (Técnico: Renato Gaúcho)Rafael Cabral; Fabio, Gustavo Martins, Rodrigo Ely e Zé Guilherme; Villasanti, Du Queiroz e Carballo (Nathan); Edenilson, João Pedro Galvão e Gustavo Nunes.
Bragantino (Técnico: Pedro Caixinha)Cleiton; Nathan Mendes, Eduardo, Luan Cândido e Guilherme Lopes; Jadsom, Matheus Fernandes e Lucas Evangelista; Helinho, Thiago Borbas e Vitinho.
"
Comentarista perde a paciência com titular do São Paulo: ‘Sem condições’,Tricolor perdeu para o Cuiabá e marcou a primeira derrota de Zubeldía na equipe,2024-06-19 21:58:00,São Paulo (SP),"No fim do primeiro tempo, Sgarbi, que atua como comentarista do programa ""Jogo Aberto"", já havia pedido a saída de Galoppo: ""Michel Araújo e Galoppo não podem voltar para o segundo tempo"".
O meia argentino, contudo, voltou para o segundo tempo. Após um escorregão do jogador em um lance de ataque, o comentarista perdeu a paciência e escreveu: ""Sem condições, Galoppo"".
O São Paulo fez um jogo ruim em casa e criou poucas oportunidades de gol. Já na reta final do segundo tempo, o Cuiabá chegou ao gol da vitória com Eliel. Com o resultado, o Tricolor estaciona nos 15 pontos no Brasileirão. Na próxima rodada, a equipe encara o Vasco.
"
Jornalistas detonam titular do Grêmio em jogo contra o Fortaleza: ‘É grotesco’,Jogador foi criticado também pelos torcedores,2024-06-19 21:54:00,Rio de Janeiro,"A partida do zagueiro Rodrigo Ely não agradou os comentaristas nas redes sociais. A atuação ruim do jogador do Grêmio contra o Fortaleza, nesta quarta-feira (19), pelo Brasileirão, gerou comentários de diversos jornalistas criticando o atleta. Confira:
"
Botafogo x Athletico-PR: qual é o histórico do confronto?,"Equipes se enfrentam nesta quarta-feira (19), às 19h, no Niltão",2024-06-19 16:32:00,Rio de Janeiro (RJ),"Ao todo, os times já jogaram 58 partidas, com o Botafogo vencendo 20, além de nove empates e 27 vitórias do Athletico. Em casa, a vantagem é do Glorioso, com 15 vitórias, nove derrotas e quatro empates.
Com mando do Furacão, nova vantagem do Athletico: 18 vitórias, contra cinco empates e cinco derrotas. O Botafogo marcou 69 gols, enquanto o Rubro-negro fez 73. No retrospecto recente, a vantagem é novamente dos paranaenses, com cinco vitórias nos últimos 10 jogos disputados.
Confira todas as informações que você precisa saber sobre o confronto entre Botafogo e Athletico (onde assistir, horário e local).
✅ FICHA TÉCNICABOTAFOGO X ATHLETICOBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quinta-feira, 19 de junho de 2024, às 19h📍 Local: Estádio Nilton Santos, no Rio de Janeiro (RJ)📺 Onde assistir: Sportv e Premiere🟨 Árbitro: Ramon Abatti Abel (Fifa-SC)🚩 Assistentes: Alex dos Santos (SC) e Gizeli Casaril (SC)📺 VAR: Igor Junior Benevenuto (VAR Fifa-MG).
⚽ PROVÁVEIS ESCALAÇÕES:BOTAFOGO (Técnico: Artur Jorge)Jhon; Damián Suárez, Bastos, Lucas Halter e Cuiabano; Gregore, Marlon Freitas e Tchê Tchê; Luiz Henrique, Júnior Santos e Tiquinho Soares.
ATHLETICO (Técnico: Cuca)Léo Linck; Léo Godoy (Madson), Kaique Rocha, Thiago Heleno e Lucas Esquivel; Fernandinho, Erick e Cuello; Christian, Nikão e Mastriani (Pablo).
"
Vasco perde para o Juventude no Brasileirão e afunda ainda mais em crise,Cruz-Maltino segue sem vencer sob o comando do técnico português Álvaro Pacheco,2024-06-19 22:01:00,Caixas do Sul (RS),"✅ FICHA TÉCNICAJUVENTUDE 2 X 0 VASCO10ª RODADA - SÉRIE A DO CAMPEONATO BRASILEIRO🗓️ Data e horário: quarta-feira, 19 de junho de 2024, às 20h;🏟️ Local: Alfredo Jaconi, em Caxias do Sul (RS)🟨 Árbitro: Paulo Cesar Zanovelli da Silva (FIFA-MG);🚩 Assistentes: Fabricio Vilarinho da Silva (FIFA-GO) e Felipe Alan Costa de Oliveira (MG);🖥️ VAR: Gilberto Rodrigues Castro Junior (PE).
⚽ PROVÁVEIS ESCALAÇÕES
JUVENTUDE (Técnico: Roger Machado)Gabriel; João Lucas, Danilo Boza, Zé Marcos e Gabriel Inocêncio; Caíque, Jadson (Luis Mandaca) e Nenê (Jean Carlos); Lucas Barbosa (Popó), Marcelinho (Erick) e Gilberto (Gabriel Taliari).
VASCO (Técnico: Álvaro Pacheco)Léo Jardim; Paulo Henrique, Maicon, Léo e Victor Luis; Zé Gabriel (David), Galdames (Sforza) e JP (Mateus Carvalho); Rossi (Rayan), Adson (Serginho) e Clayton.
"
"São Paulo x Cuiabá: onde assistir ao vivo, horário e escalações do jogo pelo Brasileirão","Confira as principais informações do duelo válido pela 10ª rodada do Campeonato Brasileiro
",2024-06-19 07:14:00,São Paulo (SP),"Confira todas as informações que você precisa saber sobre o confronto entre São Paulo e Cuiabá (onde assistir, horário, escalações e local).
✅ FICHA TÉCNICASÃO PAULO x CUIABÁBRASILEIRÃO - 10ª RODADA
🗓️ Data e horário: quarta-feira, 18 de junho de 2024, às 20h (de Brasília)📍 Local: Estádio do Morumbis, em São Paulo (SP)📺 Onde assistir: Premiere🟨 Árbitro: Gustavo Ervino Bauermann🚩 Assistentes: Thiaggo Americano Labes e Brigida Cirilo Ferreira🖥️ VAR: Marco Aurelio Augusto Fazekas Ferreira
⚽ PROVÁVEIS ESCALAÇÕES
SÃO PAULO (Técnio: Luis Zubeldía)Jandrei; Igor Vinícius, Diego Costa, Arboleda e Welington; Luiz Gustavo, Alisson e Nestor; Lucas Moura, Luciano e Calleri.
CUIABÁ (Técnico: Petit)Walter; Matheus Alexandre, Alan Empereur, Bruno Alves e Ramon; Lucas Mineiro, Denilson e Max Alves; Jonathan Cafú, Pitta e Clayson.
"
Brasileirão sem rebaixamento não partiu de clubes do RS,Proposta defendida por Renato Portaluppi foi debatida em conversas informais entre dirigentes,2024-05-22 10:23:00,Rio de Janeiro (RJ),"A pauta será debatida na próxima segunda-feira (27), no Conselho Técnico da CBF. No entanto, parece difícil que não haver rebaixamento no Brasileirão deste ano não é uma solução viável aos olhos da entidade. Anteriormente, o presidente Ednaldo Rodrigues havia rechaçado a ideia de ""proteger"" os clubes gaúchos de possíveis quedas à Série B.
Por sua vez, o Grêmio entende que a isonomia do Campeonato Brasileiro está prejudicada, mesmo com o adiamento de jogos. O Imortal jogará longe de sua Arena por boa parte da competição, fato visto internamente como grande prejuízo técnico. Além disso, o Renato Gaúcho citou a condição psicológica e emocional de jogadores como fator de desiquilíbrio.
– Tem muita gente que acha que as águas do (lago) Guaíba vão baixar e vai tudo voltar ao normal. Acho que muita coisa, infelizmente, vai continuar acontecendo. E a parte psicológica dos jogadores vai ficar afetada. (...) Acho que seria a melhor ideia (não ter rebaixamento no Brasileirão), mas não cabe a mim. Eu penso dessa forma – disse o técnico do Grêmio, em entrevista ao Sportv.
Enquanto o Brasileirão não volta, o Imortal treina no CT Joaquim Grava, que pertence ao Corinthians, em São Paulo. Além disso, disputará as partidas restantes da fase de grupos da Libertadores, contra The Strongest e Estudiantes, no Couto Pereira, em Curitiba.
"
